Date,Tweets,clean,neg,neu,pos,compound,
2-Apr-19,"#NIFTY TOP #GAINERS & TOP #LOSERS

TOP GAINERS
#TATAMOTORS #EICHERMOT

TOP LOSERS
#BAJAJAUTO","nifty top gainer top losers

top gainers
#tatamotors eichermot

top losers
#bajajauto",0.313,0.23,0.456,0.0258,
2-Apr-19,"#TataMotors Waiting For Cross

198-202 Area

Above This We will See 215/222 Soon","tatamotors wait area

above see soon",0,1,0,0,
2-Apr-19,"#TataMotors drove the #Sensex rally for the second session in a row, surging over 8 percent. #Nifty #BSE #NSE",tatamotors drive sensex rally second session row surge percent nifty bse nse,0,0.803,0.197,0.4019,
2-Apr-19,"TURNAROUND 2.0 finally for the stock price of Tatamotors.

The first P-Sar breakout on TAMO after more than 3 years.
The last ones,were so successful that it gave % of min 50% post each breakout.
A BUMPER TRADE","turnaround finally stock price tatamotors.

the first p-sar breakout tamo years.
the last ones,were successful give min post breakout.
a bumper trade",0,0.84,0.16,0.5859,
2-Apr-19,"#TATAMOTORS 50% + 15% return #LearningPost

People who are following me from longtime must be knowing I was bearish on #TAMO from long time and had given downside target of 200 & 130 on 30-09-2018 & the final target of 130 got achieved on 08-02-2019. 1/n","tatamotors return learningpost

people follow longtime must know bearish tamo long time give downside target final target get achieve",0.1,0.9,0,-0.25,
2-Apr-19,"#NiftyAuto #timecycle#msci 
Time correction complete in Nse Auto index and MSCI world auto index. Trend has strong correlation","niftyauto timecycle#msci 
time correction complete nse auto index msci world auto index trend strong correlation",0,0.809,0.191,0.5106,
2-Apr-19,#EicherMotors reported lower than expected sales in March 2019 with 20% volume drop; weak consumer sentiment and higher inventories impacted sales; negative ,eichermotors report low expect sale march volume drop weak consumer sentiment high inventory impact sale negative,0.474,0.526,0,-0.8689,
2-Apr-19,Diverging trends in Mar`19 wholesales,diverge trend wholesale,0,1,0,0,
2-Apr-19,usiness Standard reports that #BajajAuto intends to roll out the recently launched #Qute quadricycle in 22 states by the end of this month.,usiness standard report bajajauto intend roll recently launch qute quadricycle state end month,0,1,0,0,
2-Apr-19,"#Sensex rises 70 points, #EicherMotors gains 4%",sensex rise point eichermotors gain,0,0.541,0.459,0.5267,0.0932
3-Apr-19,The Nifty is still adhering to the prior shared levels. #EicherMotors ,nifty still adhere prior share level eichermotors,0,0.505,0.495,0.5994,
3-Apr-19,"~20% bounceback in #TataMotors stock in just 3 days, after massive fall. In charting terms, possibly a ""Dead Cat Bounce"" or mayb a ""Dead Jaguar Bounce"".

On more serious note, TAMO needs a real plan 2 ignite spark in the franchise. 2 old beauties in Jag & Rover deserve better","bounceback tatamotors stock day massive fall chart term possibly dead cat bounce mayb dead jaguar bounce"".

on serious note tamo need real plan ignite spark franchise old beauty jag rover deserve good",0.222,0.584,0.193,-0.3182,
3-Apr-19,"#TataMotors:  Retesting 200 level.. Sustaining above 200, it's bullish.",tatamotors retesting level sustain bullish,0,1,0,0,
3-Apr-19,Commercial vehicle major #AshokLeyland is in the process of developing a new modular platform on which it plans to roll out its future medium and heavy products from next year,commercial vehicle major ashokleyland process develop new modular platform plan roll future medium heavy product next year,0,1,0,0,
3-Apr-19,"Bought #AMARAJABAT at 672 
SL 650 

Its a Risky call 🚩","buy amarajabat 
sl 

its risky call",0.265,0.735,0,-0.2023,
3-Apr-19,"With the passenger vehicle business gaining positive momentum and on the verge of making money, Tata Motors is confident of increasing its marketing expenses.",passenger vehicle business gain positive momentum verge make money tata motor confident increase marketing expense,0,0.468,0.532,0.91,
3-Apr-19,#TataMotors at near 6-month high; chart suggests more upside ,tatamotors near high chart suggest upside,0,1,0,0,
3-Apr-19,"Two-wheeler sales tank in March, casting a gloom on FY20 forecasts",two-wheel sale tank march cast gloom forecast,0.375,0.625,0,-0.5574,
3-Apr-19,"Morning Shiners #OPTION : BUY #APOLLOTYRE 220 CALL AT 9.5 TARGET 11-14 SL 7.8
OUR #TGT 11 IN APOLLOTYRE CALL, ONCE SAFE TRADER BOOK PARTIAL #PROFIT NOW 10.6 AND TRAIL SL COS",morning shiner option buy apollotyre call target sl tgt apollotyre call safe trader book partial profit trail sl co,0,0.746,0.254,0.7003,
3-Apr-19,#HEROMOTOCO - HEROMOTOCO 15 MIN SEEMS TO BE BULLISH!! ,heromotoco heromotoco min seem bullish,0,1,0,0,0.11318
4-Apr-19,"TOP GAINERS
#TATAMOTORS","top gainers
#tatamotors",0,0.526,0.474,0.2023,
4-Apr-19,#Tatamotors with sl of 203 one can buy for tgt of 208..,tatamotors sl one buy tgt,0,1,0,0,
4-Apr-19,EXIDEIND double bottom,exideind double bottom,0,1,0,0,
4-Apr-19,"#EicherMotors

• It has formed a Bullish Reversal Pattern near strong support of 20000.

• Trendline Support too with Strong Vol & OI build Up.

• Nifty Auto reversing from strong support!

Looks good for a 4-5% upside.

View Negated Below 20000.","eichermotors

• form bullish reversal pattern near strong support trendline support strong vol oi build up.

• nifty auto reverse strong support!

looks good upside.

view negate",0,0.416,0.584,0.9716,
4-Apr-19,#BajajAuto launches 2019 Dominar 400 for Rs 1.74 lakh,bajajauto launch dominar lakh,0,1,0,0,
4-Apr-19,#TataMotors may be blacklisted from securing FAME II tenders if it fails to deliver these electric buses soon.,tatamotors may blacklist secure fame ii tender fail deliver electric bus soon,0.197,0.506,0.298,0.2023,
4-Apr-19,"A quick fall 670 to 660 after post... 
#Amarajabat","quick fall post 
#amarajabat",0,1,0,0,
4-Apr-19,"#AMARAJABAT looks worst is not over yet, gap up and rally is sold out, below 680 can see more pain",amarajabat look bad yet gap rally sell see pain,0.493,0.507,0,-0.7783,
4-Apr-19,"#heromotoco Double RSI Divergence , Increasing Volumes",heromotoco double rsi divergence increase volume,0,0.685,0.315,0.3182,0.101788889
4-Apr-19,"#EicherMotors Futures with Stop Loss 20,550 ",eichermotors future stop loss,0.692,0.308,0,-0.5423,
5-Apr-19,"#TataMotors looks like a positional short opportunity to me.

200PE Apr at 6.7 can be bought for good returns.",tatamotors look like positional short opportunity apr buy good return,0,0.461,0.539,0.802,
5-Apr-19,"#Tatamotors #MarketProfile 

1. 2 big trend days and high volume; next resistance at gap down from Oct 2018
2. 30 min chart shows 2 attempts by buyers to break the gap but failed
 (1/n)","tatamotors marketprofile big trend day high volume next resistance gap oct min chart show attempt buyer break gap failed
",0.155,0.845,0,-0.5106,
5-Apr-19,Sell #ashokleyland at 87.50.  Target 86-85-84,sell ashokleyland target,0,1,0,0,
5-Apr-19,Amara Raja : Bullish WW + Harmonics ; 830+ Expected ! ,amara raja bullish ww harmonic expect,0,0.641,0.359,0.4215,
5-Apr-19,Booked #TVSMOTOR 19 APR FUT at  486.3,book tvsmotor apr fut,0,1,0,0,
5-Apr-19,Bears take on the game #tatamotors ,bear take game tatamotors,0,1,0,0,
5-Apr-19,"#INTRADAY SELL #AMARAJABAT Multiple entry was taken for the trade
Entry1=685
profit booked@ 680.5
2nd Entry=690
9800 rupees profit booked
Entry3=687.5
Profit booked@ 683

Level trading is always best way to make the profit in stock market",intraday sell amarajabat multiple entry take booked rupee profit book trading always best way make profit stock market,0,0.6,0.4,0.875,
5-Apr-19,"Hold #MarutiSuzukiLtd  For Target Rs.6,940 ",hold marutisuzukiltd target,0,1,0,0,
5-Apr-19,"Even though Sensex is making records everyday 
@TataMotors
 shares have not been recovered yet at Stock Market, I along with many investors have to bare the loss by purchasing shares of #TataMotors having faith in ","even though sensex making record everyday 
@tatamotors
 share recover yet stock market along many investor bare loss purchasing share tatamotors faith",0.087,0.642,0.272,0.5994,
5-Apr-19,"#JaguarLandRover UK registrations grow for second consecutive month by a healthy 6% led by a strong 20% growth in #Jaguar sales; 
@JLR_News
 beats industry comfortably; Positive #TataMotors","jaguarlandrover uk registration grow second consecutive month healthy lead strong growth jaguar sale 
@jlr_news
 beat industry comfortably positive tatamotors",0,0.483,0.517,0.9325,0.31198
6-Apr-19,"Trendline BO in #Tatamotors ,previous resistance of 200 broken with huge volumes,so 200 will now act as a support. Gap filing upto 209.5 done.
Fresh move on upside may start from Monday, expecting 230 on #tatamotors this month.
Entered 210-230 bull call spreads@ 5.5 Rs. Net debit","trendline bo tatamotors previous resistance break huge volumes,so act support gap filing upto done.
fresh move upside may start monday expect tatamotors month.
entered bull call spread rs net debit",0,0.787,0.213,0.743,
6-Apr-19,"#Niftyauto #operator if you don't break 9244 this month then who will buy #Maruti #M&M #TataMotor #Ashokleyland #Exide #Motherson #BajajAuto ??
LTP - 8564 !!
#NIFTY #Sensex #markets","niftyauto operator break month buy maruti m&m tatamotor ashokleyland exide motherson bajajauto 
ltp 
#nifty sensex market",0,1,0,0,
6-Apr-19,"Best Intraday Trading System #Algomatic, Never Miss a Move and look at the success rate. #Nifty #Banknifty #stocks #StockMarket #trading #Traders #profit #NSE #BSE #nifty50 5th April 2019 #exideind Exide Industries Ltd",best intraday trading system algomatic never miss move look success rate nifty banknifty stock stockmarket trading trader profit nse bse april exideind exide industry ltd,0,0.572,0.428,0.9318,
6-Apr-19,"Because predictions are too middle class. Let your position speak for itself.
 #tatamotors #trading #market #nifty 
 #gostrong","prediction middle class let position speak itself.
 tatamotors trade market nifty gostrong",0,0.803,0.197,0.4019,
6-Apr-19,"#BajajAuto has announced the prices of the CBS-equipped #CT100 and #Discover125. The engine of these models have a displacement of less than 125 cc, and so, they come equipped with a combi braking system (CBS).",bajajauto announce price cbs-equipped engine model displacement less cc come equip combi brake system cbs,0,1,0,0,
6-Apr-19,"#HEROMOTOCO - Hero Motocorp-Weekly, RSI Bullish Divergence with volume",heromotoco hero motocorp-weekly rsi bullish divergence volume,0,0.625,0.375,0.5574,
6-Apr-19,"As 1st week of April ends, 2 out of 3 views were validated.
#BajajFinance high of 3114 from 2695. Gain of 15.5 percent. 
#BajajFinserv high of 7450 from 6544. Gain of 13.8 percent.
#BajajAuto view failed. I was most bullish on this out of 3 and it failed!
View closed now.","week april end view validated.
#bajajfinance high gain percent 
#bajajfinserv high gain percent.
#bajajauto view fail bullish failed!
view close",0.221,0.487,0.292,0.2942,
6-Apr-19,"#BajajAuto has announced the prices of the CBS-equipped #CT100 and #Discover125. The engine of these models have a displacement of less than 125 cc, and so, they come equipped with a combi braking system (CBS).",bajajauto announce price cbs-equipped engine model displacement less cc come equip combi brake system cbs,0,1,0,0,
6-Apr-19,"#Election2019

Past 3 LokaSabha, from Nifty Close Two Weeks #Prior Result to One Week #After Results Announcement, #NIFTY has Moved #Weekly 5.5 ATR 

2004 : -5.44 ATR
2009:  5.39 ATR
2014:  5.5 ATR

Current Nifty ATR 269

So #Max #Extreme Exp Move Post Results 1500 Pts Aprox","lokasabha nifty close two week prior result one week result announcement nifty move weekly atr atr

current nifty atr max extreme exp move post result pt aprox",0,0.748,0.252,0.7964,
6-Apr-19,"#Election2019

Past 3 LokaSabha, from Nifty Close Two Weeks #Prior Result to One Week #After Results Announcement, #NIFTY has Moved #Weekly 5.5 ATR 

2004 : -5.44 ATR
2009:  5.39 ATR
2014:  5.5 ATR

Current Nifty ATR 269

So #Max #Extreme Exp Move Post Results 1500 Pts Aprox","lokasabha nifty close two week prior result one week result announcement nifty move weekly atr atr

current nifty atr max extreme exp move post result pt aprox",0,0.748,0.252,0.7964,0.45211
7-Apr-19,#TVSMOTOR - TVS short ,tvsmotor tv short,0,1,0,0,
7-Apr-19,"Watch how #Ashokleyland dip by 9% since idea posted on 14th March, in 8 #trading session / 13 days.",watch ashokleyland dip since idea post march trading session day,0,1,0,0,
7-Apr-19,"For #tatamotors bulls, with love
Quote Tweet","tatamotors bull love
quote tweet",0,0.488,0.512,0.6369,
7-Apr-19,May turn bullish - #AMARAJABAT,may turn bullish amarajabat,0,1,0,0,
7-Apr-19,"#BajajAuto it must not break 2814, above this it is upwards. 
2740 is also another strong support point. So hold and trade accordingly.",bajajauto must break upwards also another strong support point hold trade accordingly,0,0.625,0.375,0.7184,
7-Apr-19,"#AshokLeyland 

85.20 is strong support and entry level and 92 is the selling point, If any of these side broken than can see big movement.",ashokleyland strong support entry level sell point side broken see big movement,0.171,0.497,0.331,0.4404,
7-Apr-19,"#HeroMotoCo Daily Chart
#Update
Expectation was 2700+ (as per #wedge formation) but #20EMA (adjusted) acted as #Resistance
Next 3 sessions important.","heromotoco daily chart
#update
expectation per wedge formation adjust act resistance
next session important",0,0.878,0.122,0.2023,
7-Apr-19,"#Nifty
Trade plan for 8/4/19
- long above 11690 for 11739 11760 11833
- support at 11640 below it 11600 and 11559
- use dips to 11640 to buy
- Bias - bullish","nifty
trade plan long support use dip buy
 bias bullish",0.101,0.507,0.391,0.6124,
7-Apr-19,"Nifty weekly outlook:

Nifty is in the middle of big bull market and having decent support around 11420-11460, We may see fresh new high on the Nifty by 11th April 2019.
Nifty Target 11850/11900

we will  huge rally in Midcap/smallcap space.","nifty weekly outlook:

nifty middle big bull market decent support around may see fresh new high nifty april target huge rally midcap/smallcap space",0,0.525,0.475,0.9246,
7-Apr-19,"#Nifty Weekly #Doji

Any close on a weekly basis below 11560 would mark the end of this up move.","nifty weekly doji

any close weekly basis would mark end move",0,0.787,0.213,0.4019,0.39369
8-Apr-19,"Shorted tata motor positional 201 sl 205 tgt open
#Tatamotors","short tata motor positional sl tgt open
#tatamotors",0,1,0,0,
8-Apr-19,I don't say it lightly that #TataMotors & #JLR are done here - bankruptcy of a company isn't exactly a happy outcome but hey! I don't make the rules - it is what it is. JLR March numbers were horrible - down 8%YoY on a base of -8%YoY last March (Feb was down 4% on a base of -3%!),say lightly tatamotors jlr bankruptcy company exactly happy outcome hey make rule jlr march number horrible base last march feb base,0.132,0.679,0.189,0.128,
8-Apr-19,#TVSMOTOR - Buy TVS Motors,tvsmotor buy tv motor,0,1,0,0,
8-Apr-19,"Tomorrow 09 April-19 will be happening day considering so much #positional sell signal thrown by system.

#intraday #lichousing 

#positional #ceat #centurytextiles #chennai petro #eichermotors #india cements.

First I took trade and share with the clients and than posting here","tomorrow happen day consider much positional sell signal thrown system.

#intraday lichousing 

#positional ceat centurytextiles chennai petro eichermotors india cements.

first take trade share client post",0,0.919,0.081,0.296,
8-Apr-19,"We see 605------------------------------590---------------585 in hrs !!
#KAJARIA #Future

Look at #TATAMOTORS ...................!!!!!!!!","see hrs 
#kajaria future

look tatamotors",0,1,0,0,
8-Apr-19,"No holds barred interview by #RajeevBajaj, says, we export around the world & are less vulnerable to what happens in India. If tomorrow Indian market becomes zero, #BajajAuto will still be 50% of what it is but Hero MotoCorp or Royal Enfield will become 0%",hold bar interview rajeevbajaj say export around world le vulnerable happen india tomorrow indian market become zero bajajauto still hero motocorp royal enfield become,0.069,0.8,0.131,0.4019,
8-Apr-19,#TataMotors would be big beneficiary of this step if taken in anyway.,tatamotors would big beneficiary step take anyway,0,0.659,0.341,0.4767,
8-Apr-19,Re-Entry Sell #TATAMOTORS 202.7 08/04/19 2:15:00 PM DTR%: 2.22223 >pH: 0 <pL: 1 Gapup: 0 Gapdown: 0 DTRL%: 2.62 SL: 207.1 T1(fibo): 200.29 T2(fibo): 197.69 T3(fibo): 195.09 TGC_F: 0.257596 TDC_F: 3.88205,re-entry sell tatamotors pm dtr ph pl gapup gapdown dtrl sl tgc_f tdc_f,0,1,0,0,
8-Apr-19,"TataMotors - March Land Rover Sales Up 11.4% At 52,633 Unit YoY",tatamotors march land rover sale unit yoy,0,1,0,0,0.144733333
8-Apr-19,"Sensex jumps 100 points, Nifty tests 11,700 on firm Asian cues #tatamotors",sensex jump point nifty test firm asian cue tatamotors,0,0.748,0.252,0.4019,
9-Apr-19,"TOP GAINERS
#TATAMOTORS","top gainers
#tatamotors",0,0.526,0.474,0.2023,
9-Apr-19,Sell #bharatforge Fut target for 490 SL 514,sell bharatforge fut target sl,0,1,0,0,
9-Apr-19,#APOLLOTYRE - Bullish Gartley - ApolloTyre - 4hr,apollotyre bullish gartley apollotyre,0,1,0,0,
9-Apr-19,"Been warning on #bankruptcy risk for #JLR. Mmt. claims they have liquidity for debt redemption, but the reality is that cash of GBP2.5bn isn't enough for their current burn rate of GBP2bn/year; The alarm bells will go off much earlier before the cash runs out. #TataMotors #Nifty",warn bankruptcy risk jlr mmt claim liquidity debt redemption reality cash enough current burn rate alarm bell go much early cash run tatamotors nifty,0.279,0.631,0.09,-0.5719,
9-Apr-19,"#BAJAJAUTO- 2930 from 2900 
and 
#ESCORT  778 from 765

Every one his different ..Don't try to copy adn find how we did it..Just enjoy d trades   .","bajajauto 
and 
#escort one different try copy adn find it..just enjoy trade",0,0.775,0.225,0.4939,
9-Apr-19,Auto Sector Witnesses Decline In The Sales Due To Political Skepticism,auto sector witness decline sale due political skepticism,0.222,0.778,0,-0.25,
9-Apr-19,"#AutoSector | Not just cars, but sales of all passenger vehicles and two-wheelers were hurt by poor consumer sentiment and other factors such as mandatory insurance and high raw material prices.",autosector car sale passenger vehicle two-wheelers hurt poor consumer sentiment factor mandatory insurance high raw material price,0.298,0.642,0.06,-0.7351,
9-Apr-19,#BajajAuto Up 0.94%,bajajauto,0,1,0,0,
9-Apr-19,Its preposterous to assume that an entity like #JLR which has only burned cash for #tatamotors & chewing thru it can be bought for an EV of 6x 'across-the-cycle' EBITDA or GBP7.2bn (mkt. cap of GBP4.2bn) but even that'll explain only 60% of $TTM's current market cap of $9.3bn,preposterous assume entity like jlr burn cash tatamotors chew thru buy ev across-the-cycle ebitda mkt cap even explain ttm's current market cap,0,0.894,0.106,0.3612,
9-Apr-19,"#TataMotors: reversing from 199 - 200 support levels, expecting intraday target of 208, and breaking above 208 can bring more bulish move",tatamotors reverse support level expect intraday target break bring bulish move,0,0.787,0.213,0.4019,-0.00977
10-Apr-19,"Long Positional - above 210 - 235, 270 #tatamotors",long positional tatamotors,0,1,0,0,
10-Apr-19,#TataMotors: moving as expected ,tatamotors move expect,0,1,0,0,
10-Apr-19,Nifty Auto Index trades flat but Tata Motors gains 4%,nifty auto index trade flat tata motor gain,0,0.496,0.504,0.7269,
10-Apr-19,Bearish Bat - ExideInd - 4h  - #EXIDEIND,bearish bat exideind exideind,0,1,0,0,
10-Apr-19,How #TataMotors fared in FY19 - Domestic passenger vehicles sales highest ever in 6 years! ,tatamotors fare domestic passenger vehicle sale high ever year,0,1,0,0,
10-Apr-19,#amarajabat near strong support zone on longer term charts!!,amarajabat near strong support zone long term chart,0,0.5,0.5,0.7184,
10-Apr-19,"F A D A appreciates the Bold Steps taken by majority OEM’s leading to easing of Dealer Inventory from previous month’s historic high and heading to normal levels in April, across all segments.",appreciates bold step take majority oem’s lead ease dealer inventory previous month’s historic high head normal level april across segment,0,0.669,0.331,0.8126,
10-Apr-19,"#Tatamotors Motors closed the Bearish Gap and is now trading above it's 200 DMA, pretty Bullish if this sustains.",tatamotors motor close bearish gap trading dma pretty bullish sustains,0,0.738,0.262,0.4939,
10-Apr-19,"#SharekhanResearch expects Automobiles topline growth to more than halve to 4% while earnings to drop 8% in #Q4FY19 due to higher rawmaterial costs, discounting & operating deleverage #M&M #TVSMotor #Apollotyres #SundramFasteners preferred picks",sharekhanresearch expect automobile topline growth halve earnings drop due high rawmaterial cost discount operate deleverage m&m tvsmotor apollotyres sundramfasteners prefer pick,0.089,0.802,0.11,0.128,
10-Apr-19,"#MOTHERSUMI Pointers 1,2,3,4,5 has seen strong support, one can look to take long position with stop below pointer price 3 or A.",mothersumi pointer see strong support one look take long position stop pointer price,0.121,0.549,0.33,0.5859,0.34657
11-Apr-19,"TOP GAINERS
#BAJAJAUTO","top gainers
#bajajauto",0,0.526,0.474,0.2023,
11-Apr-19,HeroMotocorp .. near the bottom end of the range... good risk reward and lot of catching up to do with #bajajauto ..#nse #nifty #crude #monsoon,heromotocorp near bottom end range good risk reward lot catch bajajauto nse nifty crude monsoon,0.231,0.398,0.371,0.5423,
11-Apr-19,#TATAMOTORS - CUP AND HANDLE PATTERN,tatamotors cup handle pattern,0,1,0,0,
11-Apr-19,#Heromotoco trading in narrow range and formed doji today.,heromotoco trading narrow range form doji today,0,1,0,0,
11-Apr-19,"#APOLLOTYRE - Apollotyres, Bearflag pattern has been broken.",apollotyre apollotyres bearflag pattern broken,0.437,0.563,0,-0.4767,
11-Apr-19,#ashokleyland can be bought on #dips upto 90 levels on the upside can #rally abv 96 till 104/108/116 and maintain sl below 86 on closing basis ,ashokleyland buy dip upto level upside rally abv till maintain sl close basis,0,1,0,0,
11-Apr-19,"Time to go on a ride: #TataMotors, TVS Motor among auto #stocks with over 20% upside",time go ride tatamotors tvs motor among auto stock upside,0,1,0,0,
11-Apr-19,#Sensex Trades 100 Points Lower; #TataMotors Hits 6-Month High,sensex trade point low tatamotors hit high,0.259,0.741,0,-0.2732,
11-Apr-19,#India: Indices@1424 hrs IST: #Gainers: Auto #BajajAuto ↑+1.5%. ,india hr ist gainer auto bajajauto,0,1,0,0,
11-Apr-19,"#TataMotors Global wholesale volumes for Jaguar Land Rover (JLR) for March were at 70,171 units, down 8% YoY",tatamotors global wholesale volume jaguar land rover jlr march unit yoy,0,1,0,0,-0.00053
12-Apr-19,"#AshokLeyland
It seems selling not happed may be 
 resistance becomes support for new 
Higher highs .keep look on Ashok Leyland","ashokleyland
it seem sell happed may resistance becomes support new 
higher high keep look ashok leyland",0,0.847,0.153,0.4019,
12-Apr-19,"#Ashokleyland can do 98/102/105

sl-92",ashokleyland,0,1,0,0,
12-Apr-19,"#TVSMOTOR: TVS Motor Company Limited has lost a star, now a 3 star stock.",tvsmotor tv motor company limit lose star star stock,0.252,0.748,0,-0.4019,
12-Apr-19,"Strong outperformance of #Nifty #Auto since the start of the month captured by Nifty-Auto/Nifty ratio #Maruti #Eicher #TataMotors are all up strongly - not a fundamental move as many 'experts' on 
@CNBCTV18Live
 claim, just a bounce off oversold levels & downtrend channel lows",strong outperformance nifty auto since start month capture nifty-auto/nifty ratio maruti eicher tatamotors strongly fundamental move many expert claim bounce oversold level downtrend channel low,0.067,0.673,0.26,0.7184,
12-Apr-19,"TOP GAINERS
#MARUTI
TOP LOSERS
#TATAMOTORS ","top gainers
#maruti
top losers
#tatamotors",0.34,0.3,0.36,-0.2023,
12-Apr-19,"All reports talking about #Honda Motorcycle & Scooter India (HMSI) slipping to no. 3, behind #HeroMotoCorp & #TVSMotor, in March 2019 are premature:
- SIAM data represents factory dispatches, not retail sales
- There is no data on existing inventory / net stock across dealerships","report talk honda motorcycle scooter india hmsi slip behind heromotocorp tvsmotor march premature:
 siam data represent factory dispatch retail sales
 data exist inventory net stock across dealership",0,1,0,0,
12-Apr-19,"#ModiHiAayega #IndianStockMarket already discounted #BJP #ModiSarkar 
@narendramodi
 will b forming d next govt post #Elections2019, lot of buying seen by promoter group companies in #BajajAuto, something is cooking #NSE #BSE #DalalStreet disclaimer we do hold shares of Bajaj Auto","modihiaayega indianstockmarket already discount bjp modisarkar 
@narendramodi
 form next govt post lot buy see promoter group company bajajauto something cook nse bse dalalstreet disclaimer hold share bajaj auto",0,0.925,0.075,0.296,
12-Apr-19,"#BTST Derivatives Call Buy #HEROMOTOCO 25APR Future 2656, with SL 2610 and Target 2760  Visit our website for disclosur",btst derivative call buy heromotoco future sl target visit website disclosur,0,1,0,0,
12-Apr-19,"If #AutoSector has to come up , the entire chain - #CarLoanFinancing , #Insurance , #AutoComponents stocks will come up 
For bigger moves - screen your stocks for high quality midcap & smallcaps for outperformance
Exit once you start seeing all positive news on TV on #autoSector","autosector come entire chain carloanfinancing insurance autocomponents stock come 
for big move screen stock high quality midcap smallcaps outperformance
exit start see positive news tv autosector",0,0.874,0.126,0.5574,0.152166667
12-Apr-19,The big picture of #NiftyAuto to #Nifty ratio shows that the bounce in auto stocks this month was from important support levels from 2011-13 period in this ratio,big picture niftyauto nifty ratio show bounce auto stock month important support level period ratio,0,0.625,0.375,0.7351,
13-Apr-19,TATA MOTORS - SPEED TO DROP TO 200 LEVEL,tata motor speed drop level,0.344,0.656,0,-0.2732,
13-Apr-19,Tata Motors Limited current price of ₹215.95 is now higher than the target price of ₹203.11.,tata motor limit current price higher target price,0,1,0,0,
13-Apr-19,TVS motors BUY,tv motor buy,0,1,0,0,
13-Apr-19,#HEROMOTOCO - Bearish Gartley Hero Motocorp,heromotoco bearish gartley hero motocorp,0,0.526,0.474,0.5574,
13-Apr-19,"#AshokLeyland Long Setup
LL made in demand zone at 77.60. Broke last LH@88.5 confirming short term change in trend & made a HH@95.5. Made HL@85.10 Pushed upwards with high vol & closed@95.65 above last HH confirming long entry. 1/n","ashokleyland long setup
ll make demand zone break last confirm short term change trend make make push upwards high vol last hh confirm long entry",0.059,0.941,0,-0.128,
13-Apr-19,"#AshokLeyland is bullish, stock is up by 15% till now, I am holding it.",ashokleyland bullish stock till hold,0,1,0,0,
13-Apr-19,"Another push .. 96.3 high made. 
#ElliottWave #AshokLeyland","another push high make 
#elliottwave ashokleyland",0,1,0,0,
13-Apr-19,"#JLR and $TTM guidance for 'substantial positive FCF' in 4Q is most likely what they did at the end of last fiscal (FY18). Just juiced up the cashflow from suppliers (payables) - obviously, this is not sustainable & will reverse the next quarter #TataMotors #Nifty #Auto",jlr ttm guidance substantial positive fcf likely end last fiscal juiced cashflow supplier payable obviously sustainable reverse next quarter tatamotors nifty auto,0,0.701,0.299,0.7964,
13-Apr-19,"Some may be excited by #JLR or $TTM guidance of ""improved 4Q results with substantial positive FCF"" but this is just year-end financial gimmicks like 4Q last year. Notice how net debt plunged in 4QFY18 only to head even higher the very next quarter #TataMotors #Nifty #Auto",may excite jlr ttm guidance improve result substantial positive fcf year-end financial gimmick like last year notice net debt plunge head even high next quarter tatamotors nifty auto,0.062,0.524,0.414,0.9201,
13-Apr-19,Bosch can be accumulated at 17750 levels - #BOSCHLTD chart,bosch accumulate level boschltd chart,0,1,0,0,0.18727
14-Apr-19,#AshokLeyland may look at partnerships in electric vehicles segment in future in a bid to cut huge costs involved in developing new technologies in this space.,ashokleyland may look partnership electric vehicle segment future bid cut huge cost involve develop new technology space,0.108,0.773,0.119,0.0516,
14-Apr-19,"#TataMotors in daily compressed zone plus inside bar. Buy above 219, SL 214, Target 224-226.5-22",tatamotors daily compress zone plus inside bar buy sl target,0,1,0,0,
14-Apr-19,"#Heromotoco in weekly compressed zone. Also formed IB. Can blast upside. Buy above 2650, SL 2570, Target 2750-2770-2810",heromotoco weekly compress zone also form ib blast upside buy sl target,0,1,0,0,
14-Apr-19,#tvsmotor on the way to make 10%!! ,tvsmotor way make,0,1,0,0,
14-Apr-19,"#Tatamotors 
#Trader #tradestalk #tradingpsychology #TradingView #stockstowatch #Stocks #stockmarketnews #stockmarket 
#Trades #support 
Weekly macd crossover
Histogram positive
Buy near 200-208  
Wcbsl  180
Target 240-60 -300","tatamotors 
#trader tradestalk tradingpsychology tradingview stockstowatch stock stockmarketnews stockmarket 
#trades support 
weekly macd crossover
histogram positive
buy near 
wcbsl",0,0.73,0.27,0.743,
14-Apr-19,TVS Apache RTR 160 4V - Racing DNA unleashed. ,tv apache rtr race dna unleash,0,1,0,0,
14-Apr-19,"#AshokLeyLand: If holding and in profits then exit between 107-122.

BO is only on close above 122 Monthly.
Range is 67-122.

BD is 67 - if happen then it will again hang around 20-25","ashokleyland hold profit exit close monthly.
range happen hang around",0,0.756,0.244,0.4404,
14-Apr-19,#TataMotors It's looking to touch 267 short term and 330 medium term.,tatamotors look touch short term medium term,0,1,0,0,
14-Apr-19,Long boschltd - #BOSCHLTD,long boschltd boschltd,0,1,0,0,
14-Apr-19,"Ashok leyland
Not a strong breakout , but can see level of 100 
can be stopped out below 90 
#stockdada #nifty #ashokleyland #bullish","ashok leyland
not strong breakout see level 
can stop 
#stockdada nifty ashokleyland bullish",0.278,0.568,0.153,-0.2964,0.09386
15-Apr-19,#TVSMOTOR Buy above 510 SL 500 for 523 - 561,tvsmotor buy sl,0,1,0,0,
